,file,latitude,longitude,Males,Females,Others
340,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0086.JPG,39.0929,23.8236,0,0,0
341,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0087.JPG,38.7326,23.5372,0,0,0
342,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0088.JPG,37.4215,23.9314,0,0,0
343,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0089.JPG,37.9829,24.4321,0,0,0
344,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0090.JPG,38.5585,24.9018,0,0,0
345,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0091.JPG,39.1484,25.3705,0,0,0
346,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0092.JPG,39.731,25.838,0,0,0
347,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0093.JPG,40.3173,26.3095,0,0,0
348,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0094.JPG,40.913,26.7843,0,0,0
349,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0095.JPG,41.4903,27.2532,0,0,0
350,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0096.JPG,42.0746,27.7254,0,0,0
351,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0097.JPG,43.0164,28.4791,0,0,0
352,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0098.JPG,41.7294,28.8717,0,0,0
353,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0099.JPG,41.1132,28.4238,0,0,0
354,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0100.JPG,40.5388,27.9557,0,0,0
355,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0101.JPG,39.9484,27.4867,0,0,0
356,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0102.JPG,39.3603,27.012,0,0,0
357,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0103.JPG,38.7696,26.5426,0,0,0
358,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0104.JPG,38.1917,26.073,0,0,0
359,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0105.JPG,37.6047,25.5985,0,0,0
360,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0106.JPG,37.0228,25.1298,0,0,0
361,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0107.JPG,36.4335,24.662,1,0,0
362,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0108.JPG,36.0913,24.3801,0,0,0
363,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0109.JPG,34.7276,24.7954,0,0,0
364,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0110.JPG,35.3439,25.273,2,0,0
365,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0111.JPG,35.9262,25.743,1,0,0
366,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0112.JPG,36.5159,26.2169,1,0,0
367,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0113.JPG,37.0894,26.6815,1,1,0
368,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0114.JPG,37.6819,27.1541,0,0,0
369,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0115.JPG,38.2706,27.6265,1,0,0
370,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0116.JPG,38.8498,28.1005,0,0,0
371,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0117.JPG,39.4469,28.5709,0,0,0
372,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0118.JPG,40.0207,29.0396,0,0,0
373,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_14\Neues Feld\DJI_0119.JPG,40.3522,29.3093,0,0,0
374,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0197.JPG,51.4556,33.2045,0,0,0
375,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0198.JPG,50.9203,32.7258,0,0,0
376,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0199.JPG,50.3656,32.2356,1,0,1
377,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0200.JPG,49.8266,31.7404,0,2,0
378,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0201.JPG,49.2843,31.2564,1,1,1
379,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0202.JPG,48.7428,30.7683,0,0,0
380,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0203.JPG,48.1904,30.2807,0,0,0
381,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0204.JPG,47.6566,29.7915,0,0,0
382,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0205.JPG,47.1634,29.3525,0,0,0
383,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0206.JPG,46.524,30.3881,0,0,0
384,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0207.JPG,47.062,30.8731,0,0,0
385,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0208.JPG,47.6201,31.3582,0,0,0
386,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0209.JPG,48.1624,31.8527,0,0,0
387,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0210.JPG,48.7045,32.341,0,0,0
388,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0211.JPG,49.2477,32.8275,4,4,0
389,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0212.JPG,49.7941,33.3146,1,0,0
390,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0213.JPG,50.3314,33.806,0,0,0
391,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0214.JPG,50.574,34.0256,0,0,0
392,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0215.JPG,49.1876,34.3537,0,0,0
393,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0216.JPG,48.6176,33.8716,1,0,0
394,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0217.JPG,48.0835,33.386,0,0,0
395,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0218.JPG,47.5336,32.8979,0,0,0
396,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0219.JPG,46.9969,32.4133,0,0,0
397,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0220.JPG,46.4589,31.9223,0,0,0
398,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0221.JPG,45.917,31.4329,0,0,0
399,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0222.JPG,45.3748,30.9461,0,0,0
400,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0223.JPG,44.8209,30.4561,0,0,0
401,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0224.JPG,44.8078,30.4511,0,0,0
402,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0225.JPG,43.7207,30.9997,0,0,0
403,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0226.JPG,44.1757,31.4755,0,0,0
404,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0227.JPG,44.7156,31.961,0,0,0
405,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0228.JPG,45.2501,32.4508,0,0,0
406,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0229.JPG,45.7901,32.9343,0,0,0
407,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0230.JPG,46.3467,33.4265,0,0,0
408,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0231.JPG,46.8827,33.9153,0,0,0
409,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0232.JPG,47.4297,34.4047,0,0,0
410,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Altes Feld\DJI_0233.JPG,47.7357,34.686,0,0,0
411,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0158.JPG,44.4241,28.1037,0,0,0
412,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0159.JPG,43.1935,27.1216,0,0,0
413,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0160.JPG,42.6013,26.6457,0,0,0
414,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0161.JPG,42.0181,26.1765,0,0,0
415,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0162.JPG,41.4357,25.707,0,0,0
416,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0163.JPG,40.8448,25.236,0,0,0
417,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0164.JPG,40.2632,24.7646,0,0,0
418,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0165.JPG,39.674,24.2934,0,0,0
419,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0166.JPG,39.0905,23.8218,0,0,0
420,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0167.JPG,38.7345,23.5294,0,0,0
421,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0168.JPG,37.3866,23.9444,0,0,0
422,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0169.JPG,37.98,24.4254,0,0,0
423,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0170.JPG,38.5638,24.9052,0,0,0
424,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0171.JPG,39.1664,25.369,0,0,0
425,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0172.JPG,39.7492,25.8399,0,0,0
426,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0173.JPG,40.3388,26.3111,0,0,0
427,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0174.JPG,40.921,26.7846,0,0,0
428,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0175.JPG,41.5126,27.254,0,0,0
429,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0176.JPG,42.0886,27.7221,0,0,0
430,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0177.JPG,42.672,28.1948,0,0,0
431,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0178.JPG,43.0214,28.4721,0,0,0
432,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0179.JPG,41.6931,28.8838,0,0,0
433,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0180.JPG,41.1157,28.4203,0,0,0
434,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0181.JPG,40.533,27.9508,0,0,0
435,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0182.JPG,39.953,27.4765,0,0,0
436,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0183.JPG,39.3512,27.0106,0,1,0
437,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0184.JPG,38.1891,26.0692,0,0,0
438,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0185.JPG,36.4327,24.6575,1,0,0
439,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0186.JPG,36.0826,24.3796,0,0,0
440,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0187.JPG,34.7336,24.7872,0,0,0
441,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0188.JPG,35.9267,25.7396,0,0,0
442,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0189.JPG,36.5224,26.2124,0,0,0
443,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0190.JPG,37.1013,26.6796,0,0,0
444,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0191.JPG,37.679,27.1531,0,0,0
445,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0192.JPG,38.281,27.6286,0,0,0
446,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0193.JPG,38.8603,28.1002,0,0,0
447,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0194.JPG,39.4359,28.5613,0,0,0
448,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0195.JPG,40.0237,29.0341,0,0,0
449,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_20\Neues Feld\DJI_0196.JPG,40.3539,29.3102,0,0,0
450,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_24\Altes Feld\DJI_0044.JPG,51.997,33.7024,0,0,0
451,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_24\Altes Feld\DJI_0045.JPG,51.4439,33.2097,0,0,0
452,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_24\Altes Feld\DJI_0046.JPG,50.9003,32.722,0,0,0
453,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_24\Altes Feld\DJI_0047.JPG,50.362,32.2337,0,0,0
454,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_24\Altes Feld\DJI_0048.JPG,49.818,31.7483,0,0,0
455,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_24\Altes Feld\DJI_0049.JPG,49.2818,31.2647,0,0,0
456,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_24\Altes Feld\DJI_0050.JPG,48.737,30.7762,0,0,0
457,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_24\Altes Feld\DJI_0051.JPG,48.1917,30.2839,0,0,0
458,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_24\Altes Feld\DJI_0052.JPG,47.6489,29.7947,0,0,0
459,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_24\Altes Feld\DJI_0053.JPG,47.1626,29.362,0,0,0
460,C:\Users\247404\ownCloud - juan.felipe.escobar.calderon@tiho-hannover.de@sync.academiccloud.de\Fotos Drohne\Kontrollfluege\2024_Dezember_24\Altes Feld\DJI_0054.JPG,45.9754,29.903,0,0,0
