,file_name_x,height_x_x,width_x_x,lat,lon,id_x,lon_degrees_x,lon_minutes_x,lon_seconds_x,lat_degrees_x,lat_minutes_x,lat_seconds_x,id_y_x,image_id_x,category_id_x,bbox,center_x,center_y,width_y,height_y,file_name_y,Date_str,Field,Flight,photo_name,height_x_y,width_x_y,lon_degrees_y,lon_minutes_y,lon_seconds_y,lat_degrees_y,lat_minutes_y,lat_seconds_y,id_y_y,image_id_y,category_id_y
55,C:\Users\247404\Documents\2024\ducks\test_2025\1455.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 40.259}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 24.7663}",1455,54,22,24.7663,10,9,40.259,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_16\Neues Feld\DJI_0008.JPG,2025_Januar_16,Neues Feld,Flug 1,DJI_0008.JPG,4032.0,3024.0,54.0,22.0,24.7663,10.0,9.0,40.259,,,
56,C:\Users\247404\Documents\2024\ducks\test_2025\1460.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 37.9869}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 24.4273}",1460,54,22,24.4273,10,9,37.9869,15.0,44.0,0.0,"{'center_x': 0.633781, 'center_y': 0.088418, 'width': 0.022602, 'height': 0.03736}",0.633781,0.088418,0.022602,0.03736,,,,,,,,,,,,,,,,
57,C:\Users\247404\Documents\2024\ducks\test_2025\1463.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 40.9148}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 26.782}",1463,54,22,26.782,10,9,40.9148,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_16\Neues Feld\DJI_0016.JPG,2025_Januar_16,Neues Feld,Flug 1,DJI_0016.JPG,4032.0,3024.0,54.0,22.0,26.782,10.0,9.0,40.9148,,,
58,C:\Users\247404\Documents\2024\ducks\test_2025\1506.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 47.5298}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 32.8924}",1506,54,22,32.8924,10,9,47.5298,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_19\Altes Feld\DJI_0060.JPG,2025_Januar_19,Altes Feld,Flug 1,DJI_0060.JPG,4032.0,3024.0,54.0,22.0,32.8924,10.0,9.0,47.5298,,,
59,C:\Users\247404\Documents\2024\ducks\test_2025\1520.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 47.7363}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 34.6848}",1520,54,22,34.6848,10,9,47.7363,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_19\Altes Feld\DJI_0074.JPG,2025_Januar_19,Altes Feld,Flug 1,DJI_0074.JPG,4032.0,3024.0,54.0,22.0,34.6848,10.0,9.0,47.7363,,,
60,C:\Users\247404\Documents\2024\ducks\test_2025\1534.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 39.157}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 25.3695}",1534,54,22,25.3695,10,9,39.157,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_19\Neues Feld\DJI_0014.JPG,2025_Januar_19,Neues Feld,Flug 1,DJI_0014.JPG,4032.0,3024.0,54.0,22.0,25.3695,10.0,9.0,39.157,,,
61,C:\Users\247404\Documents\2024\ducks\test_2025\1541.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 43.0238}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 28.4741}",1541,54,22,28.4741,10,9,43.0238,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_19\Neues Feld\DJI_0021.JPG,2025_Januar_19,Neues Feld,Flug 1,DJI_0021.JPG,4032.0,3024.0,54.0,22.0,28.4741,10.0,9.0,43.0238,,,
62,C:\Users\247404\Documents\2024\ducks\test_2025\1542.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 41.7026}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 28.8834}",1542,54,22,28.8834,10,9,41.7026,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_19\Neues Feld\DJI_0022.JPG,2025_Januar_19,Neues Feld,Flug 1,DJI_0022.JPG,4032.0,3024.0,54.0,22.0,28.8834,10.0,9.0,41.7026,,,
63,C:\Users\247404\Documents\2024\ducks\test_2025\1546.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 39.3745}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 27.0066}",1546,54,22,27.0066,10,9,39.3745,16.0,51.0,,"{'center_x': 0.475255, 'center_y': 0.790264, 'width': 0.019235, 'height': 0.029757}",0.475255,0.790264,0.019235,0.029757,,,,,,,,,,,,,,,,
64,C:\Users\247404\Documents\2024\ducks\test_2025\1546.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 39.3745}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 27.0066}",1546,54,22,27.0066,10,9,39.3745,17.0,51.0,0.0,"{'center_x': 0.695591, 'center_y': 0.243692, 'width': 0.023473, 'height': 0.025473}",0.695591,0.243692,0.023473,0.025473,,,,,,,,,,,,,,,,
65,C:\Users\247404\Documents\2024\ducks\test_2025\1546.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 39.3745}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 27.0066}",1546,54,22,27.0066,10,9,39.3745,18.0,51.0,0.0,"{'center_x': 0.473732, 'center_y': 0.788294, 'width': 0.020159, 'height': 0.032379}",0.473732,0.788294,0.020159,0.032379,,,,,,,,,,,,,,,,
66,C:\Users\247404\Documents\2024\ducks\test_2025\1563.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 51.4511}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 33.2098}",1563,54,22,33.2098,10,9,51.4511,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_22\Altes Feld\DJI_0042.JPG,2025_Januar_22,Altes Feld,Flug 1,DJI_0042.JPG,4032.0,3024.0,54.0,22.0,33.2098,10.0,9.0,51.4511,,,
67,C:\Users\247404\Documents\2024\ducks\test_2025\1564.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 50.9109}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 32.7258}",1564,54,22,32.7258,10,9,50.9109,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_22\Altes Feld\DJI_0043.JPG,2025_Januar_22,Altes Feld,Flug 1,DJI_0043.JPG,4032.0,3024.0,54.0,22.0,32.7258,10.0,9.0,50.9109,,,
68,C:\Users\247404\Documents\2024\ducks\test_2025\1570.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 47.6497}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 29.7926}",1570,54,22,29.7926,10,9,47.6497,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_22\Altes Feld\DJI_0049.JPG,2025_Januar_22,Altes Feld,Flug 1,DJI_0049.JPG,4032.0,3024.0,54.0,22.0,29.7926,10.0,9.0,47.6497,,,
69,C:\Users\247404\Documents\2024\ducks\test_2025\1577.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 48.7015}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 32.3377}",1577,54,22,32.3377,10,9,48.7015,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_22\Altes Feld\DJI_0056.JPG,2025_Januar_22,Altes Feld,Flug 1,DJI_0056.JPG,4032.0,3024.0,54.0,22.0,32.3377,10.0,9.0,48.7015,,,
70,C:\Users\247404\Documents\2024\ducks\test_2025\1582.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 48.6061}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 33.8675}",1582,54,22,33.8675,10,9,48.6061,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_22\Altes Feld\DJI_0061.JPG,2025_Januar_22,Altes Feld,Flug 1,DJI_0061.JPG,4032.0,3024.0,54.0,22.0,33.8675,10.0,9.0,48.6061,,,
71,C:\Users\247404\Documents\2024\ducks\test_2025\1586.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 45.8988}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 31.4301}",1586,54,22,31.4301,10,9,45.8988,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_22\Altes Feld\DJI_0065.JPG,2025_Januar_22,Altes Feld,Flug 1,DJI_0065.JPG,4032.0,3024.0,54.0,22.0,31.4301,10.0,9.0,45.8988,,,
72,C:\Users\247404\Documents\2024\ducks\test_2025\1589.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 44.807}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 30.4473}",1589,54,22,30.4473,10,9,44.807,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_22\Altes Feld\DJI_0068.JPG,2025_Januar_22,Altes Feld,Flug 1,DJI_0068.JPG,4032.0,3024.0,54.0,22.0,30.4473,10.0,9.0,44.807,,,
73,C:\Users\247404\Documents\2024\ducks\test_2025\1595.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 46.3417}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 33.4216}",1595,54,22,33.4216,10,9,46.3417,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_22\Altes Feld\DJI_0074.JPG,2025_Januar_22,Altes Feld,Flug 1,DJI_0074.JPG,4032.0,3024.0,54.0,22.0,33.4216,10.0,9.0,46.3417,,,
74,C:\Users\247404\Documents\2024\ducks\test_2025\1604.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 41.4327}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 25.7066}",1604,54,22,25.7066,10,9,41.4327,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_22\Neues feld\DJI_0006.JPG,2025_Januar_22,Neues feld,Flug 1,DJI_0006.JPG,4032.0,3024.0,54.0,22.0,25.7066,10.0,9.0,41.4327,,,
75,C:\Users\247404\Documents\2024\ducks\test_2025\1623.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 39.9387}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 27.4811}",1623,54,22,27.4811,10,9,39.9387,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_22\Neues feld\DJI_0025.JPG,2025_Januar_22,Neues feld,Flug 1,DJI_0025.JPG,4032.0,3024.0,54.0,22.0,27.4811,10.0,9.0,39.9387,,,
76,C:\Users\247404\Documents\2024\ducks\test_2025\163.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 49.7803}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 33.3084}",163,54,22,33.3084,10,9,49.7803,,,,,,,,,Fotos Drohne\Kontrollfluege\2024_Dezember_08\Altes Feld\DJI_0095.JPG,2024_Dezember_08,Altes Feld,Flug 1,DJI_0095.JPG,4032.0,3024.0,54.0,22.0,33.3084,10.0,9.0,49.7803,,,
77,C:\Users\247404\Documents\2024\ducks\test_2025\1633.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 37.6894}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 27.1542}",1633,54,22,27.1542,10,9,37.6894,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_22\Neues feld\DJI_0035.JPG,2025_Januar_22,Neues feld,Flug 1,DJI_0035.JPG,4032.0,3024.0,54.0,22.0,27.1542,10.0,9.0,37.6894,,,
78,C:\Users\247404\Documents\2024\ducks\test_2025\1647.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 47.1647}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 29.3645}",1647,54,22,29.3645,10,9,47.1647,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_25\Altes Feld\DJI_0052.JPG,2025_Januar_25,Altes Feld,Flug 1,DJI_0052.JPG,4032.0,3024.0,54.0,22.0,29.3645,10.0,9.0,47.1647,,,
79,C:\Users\247404\Documents\2024\ducks\test_2025\1656.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 49.158}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 34.3526}",1656,54,22,34.3526,10,9,49.158,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_25\Altes Feld\DJI_0061.JPG,2025_Januar_25,Altes Feld,Flug 1,DJI_0061.JPG,4032.0,3024.0,54.0,22.0,34.3526,10.0,9.0,49.158,,,
80,C:\Users\247404\Documents\2024\ducks\test_2025\1667.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 44.1669}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 31.47}",1667,54,22,31.47,10,9,44.1669,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_25\Altes Feld\DJI_0072.JPG,2025_Januar_25,Altes Feld,Flug 1,DJI_0072.JPG,4032.0,3024.0,54.0,22.0,31.47,10.0,9.0,44.1669,,,
81,C:\Users\247404\Documents\2024\ducks\test_2025\1675.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 42.6044}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 26.6482}",1675,54,22,26.6482,10,9,42.6044,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_25\Neues Feld\DJI_0003.JPG,2025_Januar_25,Neues Feld,Flug 1,DJI_0003.JPG,4032.0,3024.0,54.0,22.0,26.6482,10.0,9.0,42.6044,,,
82,C:\Users\247404\Documents\2024\ducks\test_2025\1678.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 40.8477}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 25.2348}",1678,54,22,25.2348,10,9,40.8477,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_25\Neues Feld\DJI_0006.JPG,2025_Januar_25,Neues Feld,Flug 1,DJI_0006.JPG,4032.0,3024.0,54.0,22.0,25.2348,10.0,9.0,40.8477,,,
83,C:\Users\247404\Documents\2024\ducks\test_2025\1685.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 38.559}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 24.9006}",1685,54,22,24.9006,10,9,38.559,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_25\Neues Feld\DJI_0013.JPG,2025_Januar_25,Neues Feld,Flug 1,DJI_0013.JPG,4032.0,3024.0,54.0,22.0,24.9006,10.0,9.0,38.559,,,
84,C:\Users\247404\Documents\2024\ducks\test_2025\1699.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 38.7737}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 26.5414}",1699,54,22,26.5414,10,9,38.7737,19.0,70.0,1.0,"{'center_x': 0.712916, 'center_y': 0.622877, 'width': 0.020402, 'height': 0.035976}",0.712916,0.622877,0.020402,0.035976,,,,,,,,,,,,,,,,
85,C:\Users\247404\Documents\2024\ducks\test_2025\1729.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 46.0574}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 29.9663}",1729,54,22,29.9663,10,9,46.0574,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_28\Altes Feld\DJI_0051.JPG,2025_Januar_28,Altes Feld,Flug 1,DJI_0051.JPG,4032.0,3024.0,54.0,22.0,29.9663,10.0,9.0,46.0574,,,
86,C:\Users\247404\Documents\2024\ducks\test_2025\1737.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 50.1901}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 33.6773}",1737,54,22,33.6773,10,9,50.1901,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_28\Altes Feld\DJI_0059.JPG,2025_Januar_28,Altes Feld,Flug 1,DJI_0059.JPG,4032.0,3024.0,54.0,22.0,33.6773,10.0,9.0,50.1901,,,
87,C:\Users\247404\Documents\2024\ducks\test_2025\1740.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 49.1583}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 34.3538}",1740,54,22,34.3538,10,9,49.1583,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_28\Altes Feld\DJI_0062.JPG,2025_Januar_28,Altes Feld,Flug 1,DJI_0062.JPG,4032.0,3024.0,54.0,22.0,34.3538,10.0,9.0,49.1583,,,
88,C:\Users\247404\Documents\2024\ducks\test_2025\1746.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 46.641}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 32.0985}",1746,54,22,32.0985,10,9,46.641,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_28\Altes Feld\DJI_0068.JPG,2025_Januar_28,Altes Feld,Flug 1,DJI_0068.JPG,4032.0,3024.0,54.0,22.0,32.0985,10.0,9.0,46.641,,,
89,C:\Users\247404\Documents\2024\ducks\test_2025\1747.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 46.0936}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 31.6118}",1747,54,22,31.6118,10,9,46.0936,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_28\Altes Feld\DJI_0069.JPG,2025_Januar_28,Altes Feld,Flug 1,DJI_0069.JPG,4032.0,3024.0,54.0,22.0,31.6118,10.0,9.0,46.0936,,,
90,C:\Users\247404\Documents\2024\ducks\test_2025\1750.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 44.8076}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 30.4478}",1750,54,22,30.4478,10,9,44.8076,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_28\Altes Feld\DJI_0072.JPG,2025_Januar_28,Altes Feld,Flug 1,DJI_0072.JPG,4032.0,3024.0,54.0,22.0,30.4478,10.0,9.0,44.8076,,,
91,C:\Users\247404\Documents\2024\ducks\test_2025\1757.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 46.1232}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 33.2276}",1757,54,22,33.2276,10,9,46.1232,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_28\Altes Feld\DJI_0079.JPG,2025_Januar_28,Altes Feld,Flug 1,DJI_0079.JPG,4032.0,3024.0,54.0,22.0,33.2276,10.0,9.0,46.1232,,,
92,C:\Users\247404\Documents\2024\ducks\test_2025\1761.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 47.739}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 34.6847}",1761,54,22,34.6847,10,9,47.739,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_28\Altes Feld\DJI_0083.JPG,2025_Januar_28,Altes Feld,Flug 1,DJI_0083.JPG,4032.0,3024.0,54.0,22.0,34.6847,10.0,9.0,47.739,,,
93,C:\Users\247404\Documents\2024\ducks\test_2025\1763.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 43.1899}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 27.1209}",1763,54,22,27.1209,10,9,43.1899,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_28\Neues Feld\DJI_0002.JPG,2025_Januar_28,Neues Feld,Flug 1,DJI_0002.JPG,4032.0,3024.0,54.0,22.0,27.1209,10.0,9.0,43.1899,,,
94,C:\Users\247404\Documents\2024\ducks\test_2025\1778.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 40.916}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 26.7765}",1778,54,22,26.7765,10,9,40.916,20.0,80.0,0.0,"{'center_x': 0.947924, 'center_y': 0.595344, 'width': 0.019672, 'height': 0.040549}",0.947924,0.595344,0.019672,0.040549,,,,,,,,,,,,,,,,
95,C:\Users\247404\Documents\2024\ducks\test_2025\1788.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 38.7711}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 26.5397}",1788,54,22,26.5397,10,9,38.7711,21.0,81.0,0.0,"{'center_x': 0.563661, 'center_y': 0.311861, 'width': 0.019144, 'height': 0.037864}",0.563661,0.311861,0.019144,0.037864,,,,,,,,,,,,,,,,
96,C:\Users\247404\Documents\2024\ducks\test_2025\1788.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 38.7711}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 26.5397}",1788,54,22,26.5397,10,9,38.7711,22.0,81.0,0.0,"{'center_x': 0.614565, 'center_y': 0.528782, 'width': 0.02302, 'height': 0.030353}",0.614565,0.528782,0.02302,0.030353,,,,,,,,,,,,,,,,
97,C:\Users\247404\Documents\2024\ducks\test_2025\1788.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 38.7711}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 26.5397}",1788,54,22,26.5397,10,9,38.7711,23.0,81.0,0.0,"{'center_x': 0.574947, 'center_y': 0.435628, 'width': 0.024794, 'height': 0.031048}",0.574947,0.435628,0.024794,0.031048,,,,,,,,,,,,,,,,
98,C:\Users\247404\Documents\2024\ducks\test_2025\1788.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 38.7711}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 26.5397}",1788,54,22,26.5397,10,9,38.7711,24.0,81.0,0.0,"{'center_x': 0.63428, 'center_y': 0.103133, 'width': 0.021826, 'height': 0.030372}",0.63428,0.103133,0.021826,0.030372,,,,,,,,,,,,,,,,
99,C:\Users\247404\Documents\2024\ducks\test_2025\1788.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 38.7711}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 26.5397}",1788,54,22,26.5397,10,9,38.7711,25.0,81.0,0.0,"{'center_x': 0.699282, 'center_y': 0.97828, 'width': 0.017283, 'height': 0.029812}",0.699282,0.97828,0.017283,0.029812,,,,,,,,,,,,,,,,
100,C:\Users\247404\Documents\2024\ducks\test_2025\1788.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 38.7711}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 26.5397}",1788,54,22,26.5397,10,9,38.7711,26.0,81.0,0.0,"{'center_x': 0.796274, 'center_y': 0.65193, 'width': 0.020159, 'height': 0.051059}",0.796274,0.65193,0.020159,0.051059,,,,,,,,,,,,,,,,
101,C:\Users\247404\Documents\2024\ducks\test_2025\1788.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 38.7711}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 26.5397}",1788,54,22,26.5397,10,9,38.7711,27.0,81.0,0.0,"{'center_x': 0.558949, 'center_y': 0.89726, 'width': 0.018326, 'height': 0.036115}",0.558949,0.89726,0.018326,0.036115,,,,,,,,,,,,,,,,
102,C:\Users\247404\Documents\2024\ducks\test_2025\1800.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 45.3421}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 30.9347}",1800,54,22,30.9347,10,9,45.3421,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_30\Altes Feld\DJI_0071.JPG,2025_Januar_30,Altes Feld,Flug 1,DJI_0071.JPG,4032.0,3024.0,54.0,22.0,30.9347,10.0,9.0,45.3421,,,
103,C:\Users\247404\Documents\2024\ducks\test_2025\1811.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 51.449}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 33.2148}",1811,54,22,33.2148,10,9,51.449,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_30\Altes Feld\DJI_0082.JPG,2025_Januar_30,Altes Feld,Flug 1,DJI_0082.JPG,4032.0,3024.0,54.0,22.0,33.2148,10.0,9.0,51.449,,,
104,C:\Users\247404\Documents\2024\ducks\test_2025\1819.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 47.1598}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 29.3607}",1819,54,22,29.3607,10,9,47.1598,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_30\Altes Feld\DJI_0090.JPG,2025_Januar_30,Altes Feld,Flug 1,DJI_0090.JPG,4032.0,3024.0,54.0,22.0,29.3607,10.0,9.0,47.1598,,,
105,C:\Users\247404\Documents\2024\ducks\test_2025\1821.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 46.5219}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 30.3808}",1821,54,22,30.3808,10,9,46.5219,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_30\Altes Feld\DJI_0092.JPG,2025_Januar_30,Altes Feld,Flug 1,DJI_0092.JPG,4032.0,3024.0,54.0,22.0,30.3808,10.0,9.0,46.5219,,,
106,C:\Users\247404\Documents\2024\ducks\test_2025\1840.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 51.5593}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 33.368}",1840,54,22,33.368,10,9,51.5593,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_30\Altes Feld Capture at Time\DJI_0046.JPG,2025_Januar_30,Altes Feld Capture at Time,Flug 1,DJI_0046.JPG,4032.0,3024.0,54.0,22.0,33.368,10.0,9.0,51.5593,,,
107,C:\Users\247404\Documents\2024\ducks\test_2025\1853.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 48.6941}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 32.3361}",1853,54,22,32.3361,10,9,48.6941,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_30\Altes Feld Capture at Time\DJI_0059.JPG,2025_Januar_30,Altes Feld Capture at Time,Flug 1,DJI_0059.JPG,4032.0,3024.0,54.0,22.0,32.3361,10.0,9.0,48.6941,,,
108,C:\Users\247404\Documents\2024\ducks\test_2025\1861.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 47.5113}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 32.8964}",1861,54,22,32.8964,10,9,47.5113,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_30\Altes Feld Capture at Time\DJI_0067.JPG,2025_Januar_30,Altes Feld Capture at Time,Flug 1,DJI_0067.JPG,4032.0,3024.0,54.0,22.0,32.8964,10.0,9.0,47.5113,,,
109,C:\Users\247404\Documents\2024\ducks\test_2025\1863.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 46.4333}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 31.9173}",1863,54,22,31.9173,10,9,46.4333,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_30\Altes Feld Capture at Time\DJI_0069.JPG,2025_Januar_30,Altes Feld Capture at Time,Flug 1,DJI_0069.JPG,4032.0,3024.0,54.0,22.0,31.9173,10.0,9.0,46.4333,,,
